0.000000 0.000306
0.200000 0.000627
0.400000 0.001581
0.599999 0.003351
0.799997 0.006074
0.999994 0.009800
1.199992 0.014614
1.399989 0.021159
1.599987 0.029271
1.799984 0.039531
1.999981 0.051982
2.199991 0.067042
2.400000 0.084843
2.600009 0.105246
2.800019 0.129404
3.000028 0.158161
3.200037 0.191571
3.400047 0.229777
3.600056 0.272494
3.800066 0.319903
4.000075 0.374312
4.200060 0.439420
4.400046 0.515641
4.600031 0.598182
4.800017 0.687677
5.000002 0.783681
5.199988 0.889359
5.399973 1.005384
5.599959 1.139948
5.799944 1.295657
5.999930 1.468874
6.199915 1.661488
6.399901 1.864544
6.599886 2.074755
6.799872 2.295286
6.999857 2.519144
7.199843 2.748524
7.399828 2.989150
7.599814 3.243045
7.799799 3.505216
7.999785 3.775035
8.199771 4.052335
8.399756 4.330580
8.599742 4.623339
8.799727 4.930599
8.999713 5.252346
9.199698 5.593375
9.399684 5.946804
9.599669 6.302461
9.799655 6.665761
9.999640 7.034318
10.199626 7.396225
10.399611 7.762492
10.599597 8.142423
10.799582 8.526531
10.999568 8.922843
11.199553 9.344546
11.399539 9.791901
11.599524 10.262538
11.799510 10.744338
11.999496 11.242170
12.199481 11.751757
12.399467 12.268624
12.599452 12.792010
12.799438 13.341643
12.999423 13.914843
13.199409 14.507632
13.399394 15.116053
13.599380 15.757866
13.799365 16.430444
13.999351 17.134379
14.199336 17.863041
14.399322 18.618911
14.599307 19.402336
14.799293 20.206606
14.999278 21.029717
15.199264 21.869817
15.399249 22.716615
15.599235 23.570742
15.799220 24.425411
15.999206 25.277915
16.199286 26.114692
16.399366 26.957968
16.599447 27.802809
16.799528 28.657480
16.999609 29.509608
17.199690 30.351958
17.399771 31.176517
17.599852 31.987613
17.799932 32.789029
18.000013 33.588950
18.200094 34.384861
18.400175 35.189171
18.600256 35.998698
18.800337 36.799999
19.000418 37.607919
19.200499 38.420655
19.400579 39.239571
19.600660 40.031699
19.800741 40.782550
20.000822 41.509926
20.200903 42.214195
20.400984 42.892193
20.601065 43.562637
20.801146 44.230581
21.001226 44.896579
21.201307 45.559094
21.401388 46.240487
21.601469 46.947232
21.801550 47.671890
22.001631 48.412065
22.201712 49.176782
22.401793 49.953186
22.601873 50.742745
22.801954 51.531611
23.002035 52.322925
23.202116 53.132337
23.402197 53.955046
23.602278 54.765283
23.802359 55.575674
24.002439 56.382311
24.202520 57.195144
24.402601 58.022389
24.602682 58.859046
24.802763 59.719606
25.002844 60.590690
25.202925 61.465864
25.403006 62.370581
25.603086 63.287082
25.803167 64.203909
26.003248 65.125437
26.203329 66.050797
