-1.263770 -2.836977 -0.008745
-1.258657 -2.845041 -0.008745
-1.254772 -2.849923 -0.008745
-1.251186 -2.855132 -0.008745
-1.248314 -2.862729 -0.008745
-1.247383 -2.873789 -0.008745
-1.249736 -2.889964 -0.008745
-1.255513 -2.914706 -0.008745
-1.255881 -2.947294 -0.008745
-1.239328 -2.974504 -0.008745
-1.227979 -2.993729 -0.008745
-1.231875 -2.996804 -0.008745
-1.245128 -2.989012 -0.008745
-1.244280 -2.991444 -0.008745
-1.219337 -3.026019 -0.008745
-1.204138 -3.074017 -0.008745
-1.193371 -3.097350 -0.008745
-1.179124 -3.104659 -0.008745
-1.169994 -3.089797 -0.008745
-1.181927 -3.048368 -0.008745
-1.198395 -2.977135 -0.008745
-1.200114 -2.936436 -0.008745
-1.192450 -2.953902 -0.008745
-1.145412 -3.129814 -0.008745
-1.250619 -3.120754 -0.008745
-1.281259 -3.117718 -0.008745
-1.275542 -3.124527 -0.008745
-1.264544 -3.134248 -0.008745
-1.262158 -3.141510 -0.008745
-1.264612 -3.146054 -0.008745
-1.263748 -3.151692 -0.008745
-1.246764 -3.164332 -0.008745
-1.155541 -3.205711 -0.008745
-1.113658 -3.224491 -0.008745
-1.100042 -3.224125 -0.008745
-1.096705 -3.210197 -0.008745
-1.112668 -3.191773 -0.008745
-1.043733 -3.028792 -0.008745
-0.931517 -3.012488 -0.008745
-0.885687 -3.031264 -0.008745
-0.885717 -3.044272 -0.008745
-0.894551 -3.050723 -0.008745
-0.904350 -3.053687 -0.008745
-0.913043 -3.054566 -0.008745
-0.920721 -3.054031 -0.008745
-0.928291 -3.053165 -0.008745
-0.936474 -3.053694 -0.008745
-0.944832 -3.057643 -0.008745
-0.951379 -3.066493 -0.008745
-0.955961 -3.076997 -0.008745
-0.963063 -3.079296 -0.008745
-0.973169 -3.076913 -0.008745
-0.984102 -3.079535 -0.008745
-0.997732 -3.088168 -0.008745
-1.019314 -3.111835 -0.008745
-1.033276 -3.164363 -0.008745
-1.037021 -3.224573 -0.008745
-1.025732 -3.231302 -0.008745
-0.836698 -3.207887 -0.008745
-0.759722 -3.212823 -0.008745
-0.740359 -3.321959 -0.008745
-0.849145 -3.343953 -0.008745
-0.818920 -3.389988 -0.008745
-0.850666 -3.455758 -0.008745
-0.807119 -3.459529 -0.008745
-0.742776 -3.457347 -0.008745
-0.645529 -3.460103 -0.008745
-0.577800 -3.450052 -0.008745
-0.481255 -3.398109 -0.008745
-0.391187 -3.346937 -0.008745
-0.394279 -3.283972 -0.008745
-0.014883 -3.236218 -0.008745
0.012746 -3.146778 -0.008745
0.044281 -3.013547 -0.008745
0.016326 -2.956072 -0.008745
-0.009496 -2.985951 -0.008745
-0.049998 -3.005743 -0.008745
-0.105740 -3.008453 -0.008745
-0.169447 -2.863327 -0.008745
-0.008107 -2.683096 -0.008745
-0.187816 -2.567959 -0.008745
-0.143560 -2.565921 -0.008745
-0.170804 -2.542787 -0.008745
-0.101813 -2.204147 -0.008745
-0.002037 -2.136715 -0.008745
0.089932 -2.131304 -0.008745
0.126129 -2.127498 -0.008745
0.144884 -2.116405 -0.008745
0.171167 -2.108971 -0.008745
0.180249 -2.132491 -0.008745
0.202676 -2.122273 -0.008745
0.275342 -2.104014 -0.008745
0.308449 -2.059638 -0.008745
0.285218 -2.053567 -0.008745
0.261980 -2.056908 -0.008745
0.292178 -2.043257 -0.008745
0.323039 -2.056850 -0.008745
0.180136 -2.159208 -0.008745
-0.010026 -2.323742 -0.008745
-0.309352 -2.359861 -0.008745
-0.269935 -2.317971 -0.008745
-0.250018 -2.318908 -0.008745
-0.238934 -2.321772 -0.008745
-0.229143 -2.321405 -0.008745
-0.218164 -2.318468 -0.008745
-0.207242 -2.315215 -0.008745
-0.205646 -2.311911 -0.008745
-0.235414 -2.302865 -0.008745
-0.329082 -2.366239 -0.008745
-0.250789 -2.471523 -0.008745
-0.227183 -2.485416 -0.008745
-0.184202 -2.499274 -0.008745
-0.133460 -2.502750 -0.008745
-0.105837 -2.476205 -0.008745
-0.106500 -2.457326 -0.008745
-0.112621 -2.451412 -0.008745
-0.119631 -2.446847 -0.008745
-0.145487 -2.411266 -0.008745
0.163300 -2.268749 -0.008745
0.229547 -2.211915 -0.008745
0.253424 -2.195992 -0.008745
0.262306 -2.185388 -0.008745
0.246375 -2.182061 -0.008745
0.218363 -2.188463 -0.008745
0.183341 -2.217167 -0.008745
0.074638 -2.290858 -0.008745
-0.008634 -2.357967 -0.008745
0.355698 -2.089187 -0.008745
0.681667 -2.051764 -0.008745
0.703207 -2.048067 -0.008745
0.691906 -2.053790 -0.008745
0.669051 -2.061746 -0.008745
0.621488 -2.068460 -0.008745
0.530244 -2.047710 -0.008745
0.442066 -2.065253 -0.008745
0.370768 -2.089375 -0.008745
0.356511 -2.095480 -0.008745
0.368691 -2.091463 -0.008745
0.375667 -2.089860 -0.008745
0.368600 -2.092718 -0.008745
0.363901 -2.094948 -0.008745
0.399716 -2.085383 -0.008745
0.461602 -2.072878 -0.008745
1.530485 -1.925957 -0.008745
1.742164 -1.827479 -0.008745
1.844368 -1.781959 -0.008745
1.864562 -1.781914 -0.008745
1.797066 -1.826977 -0.008745
1.917887 -1.762182 -0.008745
2.050071 -1.672477 -0.008745
2.099898 -1.650222 -0.008745
2.124943 -1.638278 -0.008745
2.140634 -1.627516 -0.008745
2.149882 -1.616541 -0.008745
2.154474 -1.605114 -0.008745
2.157773 -1.593476 -0.008745
2.163865 -1.582700 -0.008745
2.176402 -1.574432 -0.008745
2.198118 -1.571752 -0.008745
2.233319 -1.579983 -0.008745
2.295961 -1.594588 -0.008745
2.345809 -1.612631 -0.008745
2.376340 -1.636495 -0.008745
2.375192 -1.663870 -0.008745
2.368298 -1.689053 -0.008745
2.419828 -1.707337 -0.008745
2.456932 -1.732000 -0.008745
2.460215 -1.783832 -0.008745
2.524945 -1.865756 -0.008745
2.608278 -1.926541 -0.008745
2.690464 -1.937581 -0.008745
2.765316 -1.939279 -0.008745
2.849571 -1.928548 -0.008745
2.929914 -1.905109 -0.008745
2.990469 -1.884997 -0.008745
3.029572 -1.870267 -0.008745
3.058951 -1.858850 -0.008745
3.085930 -1.852072 -0.008745
3.112080 -1.849917 -0.008745
3.136284 -1.851252 -0.008745
3.157288 -1.854546 -0.008745
3.175052 -1.858750 -0.008745
3.190244 -1.863511 -0.008745
3.203600 -1.868991 -0.008745
3.215713 -1.875375 -0.008745
3.227613 -1.882439 -0.008745
3.240934 -1.889535 -0.008745
3.256451 -1.896296 -0.008745
3.272670 -1.903138 -0.008745
3.287266 -1.910390 -0.008745
3.299153 -1.917564 -0.008745
3.308691 -1.923817 -0.008745
3.316752 -1.928583 -0.008745
3.324023 -1.931626 -0.008745
3.330884 -1.932826 -0.008745
3.337485 -1.931962 -0.008745
3.343839 -1.928659 -0.008745
3.349803 -1.922656 -0.008745
3.354954 -1.914226 -0.008745
3.358678 -1.904524 -0.008745
3.361023 -1.895454 -0.008745
3.363437 -1.889375 -0.008745
3.367865 -1.888456 -0.008745
3.374964 -1.893757 -0.008745
3.383126 -1.904324 -0.008745
3.389614 -1.917446 -0.008745
3.393649 -1.930241 -0.008745
3.396690 -1.940874 -0.008745
3.399892 -1.949046 -0.008745
3.403458 -1.956246 -0.008745
3.407732 -1.965595 -0.008745
3.414966 -1.981139 -0.008745
3.431515 -2.005873 -0.008745
3.459672 -2.035391 -0.008745
3.484957 -2.061023 -0.008745
3.496927 -2.080317 -0.008745
3.502194 -2.098644 -0.008745
3.536042 -2.120114 -0.008745
3.566501 -2.137428 -0.008745
3.594045 -2.156144 -0.008745
3.620660 -2.174899 -0.008745
3.641861 -2.188794 -0.008745
3.656703 -2.198277 -0.008745
3.668596 -2.205430 -0.008745
3.679613 -2.211703 -0.008745
3.688906 -2.217518 -0.008745
3.694179 -2.222466 -0.008745
3.693996 -2.226127 -0.008745
3.692055 -2.230057 -0.008745
3.701725 -2.239833 -0.008745
3.733312 -2.260758 -0.008745
3.774800 -2.288031 -0.008745
3.807289 -2.311618 -0.008745
3.829798 -2.329597 -0.008745
3.847136 -2.345590 -0.008745
3.862043 -2.362818 -0.008745
3.875521 -2.382997 -0.008745
3.886770 -2.404713 -0.008745
3.893228 -2.425601 -0.008745
3.895439 -2.446148 -0.008745
3.897232 -2.466996 -0.008745
3.900051 -2.487336 -0.008745
3.902801 -2.506644 -0.008745
3.904123 -2.525271 -0.008745
3.902891 -2.543693 -0.008745
3.898395 -2.561670 -0.008745
3.890515 -2.578070 -0.008745
3.879240 -2.591553 -0.008745
3.864337 -2.602308 -0.008745
3.846208 -2.613428 -0.008745
3.825943 -2.629380 -0.008745
3.803179 -2.652762 -0.008745
3.779269 -2.681914 -0.008745
3.760629 -2.711667 -0.008745
3.747629 -2.739279 -0.008745
3.734273 -2.764409 -0.008745
-1.326306 -2.748998 -0.008745
-1.300238 -2.768976 -0.008745
-1.283007 -2.786798 -0.008745
-1.267699 -2.802207 -0.008745
-1.252084 -2.816077 -0.008745
-1.237527 -2.830235 -0.008745
